-0.375366	-2.04535	-0.363869	-0.623351	surprise	sadness	Przygnębiony ciężarem sumienia, zawstydzony wzrok wlepił w ziemię.
-0.383129	-2.04546	-0.390219	-0.709257	surprise	surprise	— Ale, ale!...
-0.363317	-1.94352	-0.346645	-0.642045	surprise	sadness	Od wieków tak bardzo odosobieni, samotni, nie żyjąc z nikim, rodziną się tylko własną i sami sobą otaczając starczyli sobie, ani z sąsiadami, ani z tymi do których wypadki ich zbliżały nie zawiązując ściślejszych stosunków.
-0.411275	-2.04048	-0.40402	-0.673532	surprise	surprise	Nie wspomniał nic o warunkach, pod jakimi ochotnicy zgodzili się na tę naukę.
-0.404417	-2.05353	-0.440432	-0.659473	surprise	anticipation	Zapatrzyła się w rękę.
-0.402674	-2.03906	-0.371526	-0.695964	surprise	anticipation	Słucham was, panie von Bergow.
-0.447938	-2.06768	-0.427944	-0.659903	surprise	anticipation	— Nie zaraz odbędzie się tyle przeze mnie upragniona uroczystość.
-0.395788	-2.02988	-0.380366	-0.658272	surprise	anger	— Ach, gdyby wiedzieli — mówił z gniewem władca — jak faraon jest bezsilny i ubogi, każdy nomarcha zechciałby być panem swego nomesu!...
-0.406024	-2.06681	-0.379122	-0.631323	surprise	sadness	Śmiech jej krył wzruszenie, które mi sprawiło ból.
-0.417731	-2.00404	-0.389842	-0.63277	surprise	trust	— Będę się wpatrywał w plamy atramentowe... będę wiernie pilnował klejnotów!
-0.423534	-2.03534	-0.46091	-0.679448	surprise	fear	— Kto pan jesteś? czego tu chcesz?...
-0.43279	-2.05038	-0.420636	-0.672308	surprise	fear	— Bój się Boga, Senderl!
-0.421242	-2.02939	-0.427366	-0.719315	surprise	anticipation	— Ależ chcę wiedzieć...
-0.383948	-1.96347	-0.340255	-0.650757	surprise	anticipation	Padre Torquemada stał przy oknie zamyślony, na koniec odwrócił się i podszedł do stołu.
-0.418336	-2.01754	-0.417111	-0.684456	surprise	trust	Zrozumiałaś mnie.
-0.411752	-2.04923	-0.399643	-0.702069	surprise	anticipation	— Marku, a Drakecity?
-0.330487	-1.95285	-0.363119	-0.632591	surprise	neutral	Byłto młody chłopak z jasnemi włosy, skromnie, ale czysto odziany, wyglądający na leśniczego lub pisarza, z torbą myśliwską na plecach, w czarnych, długich po kolana butach, z harapnikiem przez plecy, w wiejskim kapeluszu słomianym na głowie.
-0.402399	-2.031	-0.380001	-0.633523	surprise	surprise	Mówcie, którzy stąd jesteście: prawda-li to?
-0.384801	-2.05726	-0.381618	-0.720467	surprise	anticipation	Co?
-0.428074	-2.02646	-0.385647	-0.624224	surprise	anticipation	To pewnie i gazety pisze?
-0.390781	-2.02024	-0.377692	-0.680654	surprise	sadness	Innym znów razem, w dzień chłodny płukać musiała wraz z praczkami bieliznę nad brzegiem jeziora.
-0.440847	-2.02825	-0.423732	-0.667753	surprise	anger	Tyś go zabił — podchwycił sędzia.
-0.383706	-2.05134	-0.396393	-0.734159	surprise	anticipation	— zapytała.
-0.380355	-2.02625	-0.370957	-0.654775	surprise	anger	— mruknął stary ze złością i, nie skończywszy obiadu, wyszedł, a Janka była w takiem usposobieniu, że aby mu zrobić więcej przykrości, kazała koniom czekać przed dworem całe dwie godziny, i z pewną przyjemnością widziała, że stary kilka razy wyglądał z oficyny na podjazd, klął głośno na marnowanie czasu i na jaśnie państwo, i, nie mogąc wkońcu wytrzymać, krzyknął na stangreta:
-0.401087	-1.97859	-0.399646	-0.657151	surprise	disgust	Wolałby jednak pozostać w domu i czytać tę książkę, niżeli iść na wieczór do baronowej, gdzie nie znajdzie najpewniej nic nowego, ani szczególnie przyjemnego.
-0.404051	-2.04459	-0.387832	-0.660024	surprise	sadness	Nadeszła chwila, że tłumione łkanie wstrząsnęło te rycerskie piersi.
-0.420285	-2.04154	-0.338415	-0.594075	surprise	fear	Oto szczepienie będzie spóźnione, oto profesor będzie umierał w najstraszliwszych, w najdzikszych męczarniach.
-0.369176	-2.05706	-0.365001	-0.618806	surprise	joy	Nie znam w istocie szczęśliwszego małżeństwa.
-0.384836	-2.01892	-0.392024	-0.672171	surprise	joy	Oswald w jego wieku znał się nawet na zegarze słonecznym.
-0.359845	-2.0077	-0.350205	-0.611227	surprise	sadness	Mąż zabity, syn uległ wypadkowi, córka pod ziemią, może już martwa, a w dodatku chory starzec, dziecko okaleczałe skutkiem wypadku i wreszcie córka zmarła z głodu podczas strajku.
-0.438697	-2.04558	-0.438332	-0.666264	surprise	anticipation	Dowiedź tego!
-0.380739	-2.02458	-0.391021	-0.672126	surprise	sadness	Wyrwał ze złoconych ram portret matki i zwinął go; w złotych ramach pozostała czarna pustka.
-0.417276	-1.94393	-0.301417	-0.633468	surprise	anticipation	Kanclerz państwa i inni dopraszali się, aby Władysław niezwłócząc udał się do Szegedynu, gdzie posłowie tureccy przybyć mieli.
-0.388971	-2.00089	-0.348796	-0.701078	surprise	anger	— Słuchaj — rzekł zniecierpliwiony tem do Fotofera, przybyłego w odwiedziny jednego poranku, jak to może być żebym ja się dał temu Włochowi pokonać i odszedł z niczem.
-0.396202	-2.07361	-0.407441	-0.625671	surprise	surprise	Pierwszy raz to we wsi czy co!
-0.346184	-1.98965	-0.346222	-0.623246	surprise	disgust	Ciało: to szatan, to złość, to niedoskonałość, zgnilizna i robactwo; duch jedyną prawdą.
-0.412415	-2.06319	-0.414545	-0.686521	surprise	surprise	— Przysięgam, że tego po tobie się nie spodziewałem.
-0.399246	-2.03091	-0.355528	-0.638091	surprise	sadness	Tak nad niemi pochyloną z boku schwyciła pantera, drasnęła ją ledwie, i piękna jej główka jak zwiędły kwiat pochyliła się blada, prawie bez śmiertelnego wysiłku...
-0.389007	-2.04758	-0.378006	-0.723794	surprise	anger	Nie!
-0.398919	-2.0267	-0.390528	-0.739027	surprise	surprise	— Aa?!...
-0.368765	-2.00096	-0.308722	-0.620195	surprise	neutral	Historja wahającego się oblubieńca i zerwanego małżeństwa może temu odpowiadać, jak recenzja rozsądnego dziennikarza może dać treść sztuki Ibsena.
-0.445288	-2.07564	-0.455336	-0.687656	surprise	anticipation	— Czy powiedział coś?
-0.41776	-2.04342	-0.378763	-0.637158	surprise	anger	Z przyjemnością rzuciłabym mu wprost w twarz, że Halszka go nienawidzi.
-0.430055	-2.03108	-0.437171	-0.6836	surprise	anger	— Idź do diabła!
-0.338904	-1.973	-0.362922	-0.638044	surprise	sadness	Znów siedział w milczeniu, strasznie tęsknym wzrokiem patrząc w dal, jakby szukając tej zmarnowanej okazji odznaczenia się; rozwarte nozdrza zdawały się chwytać upajającą woń tej zmarnowanej sposobności.
-0.445558	-2.03622	-0.448585	-0.629164	surprise	neutral	— Już go raz słyszałem.
-0.401306	-2.05482	-0.390533	-0.64324	surprise	neutral	Mnie zaraz powiedziała, jako było.
-0.403301	-2.01188	-0.353375	-0.650824	surprise	neutral	Po nabożeństwie odbyło się zebranie rady kościelnej.
-0.399416	-2.04225	-0.408912	-0.670416	surprise	joy	— ozwał się Kim, parskając śmiechem, a oczy mu się zaświeciły.
-0.410737	-2.01867	-0.385079	-0.63711	surprise	fear	Na miły Bóg, bądź ostrożna!
-0.408946	-1.99681	-0.324264	-0.575935	surprise	sadness	I sam ten człowiek, gdyby nawet był wolny, nie byłby zdolny do poważnego przywiązania, gdy ona — czuła to dobrze — potrafiłaby w życiu kochać tylko raz.
-0.397346	-2.01562	-0.387289	-0.672089	surprise	neutral	— Nie wiem, panie dyrektorze.
-0.428982	-1.96603	-0.410191	-0.675744	surprise	anticipation	— Gotów nieboszczyk?...
-0.406766	-2.02696	-0.44556	-0.645687	surprise	anger	Puść mnie, wolnym chcę być!
-0.407115	-2.04346	-0.417037	-0.70182	surprise	sadness	— Bóg widzi, że moja hardość została za bramą tutejszą.
-0.417082	-2.02596	-0.469022	-0.699492	surprise	anticipation	Weźcie mnie z sobą.
-0.377202	-2.02915	-0.381611	-0.642919	surprise	sadness	Lampka żółtym cieniem spowija izbę suteryny, jej ubogie sprzęty i znużone świętem twarze mieszkańców.
-0.37129	-2.00677	-0.351368	-0.607565	surprise	fear	A kiedy wyszła z pierwszego osłupienia, gdy jeden rok i drugi minął głucho, czuła niepokój w głębi piersi, jakby trzepotanie źle związanych skrzydeł.
-0.402514	-2.03564	-0.436645	-0.672482	surprise	anger	— Och, daj spokój!
-0.397151	-1.92597	-0.387309	-0.699465	surprise	neutral	— panem dziedzicem Nawłoci z przyległościami.
-0.354956	-1.98615	-0.383444	-0.712021	surprise	sadness	—... Odszedłeś od nas — wołały płaczki — nie ma cię, panie... osierociłeś nas biednych...
-0.367163	-2.04453	-0.353314	-0.611771	surprise	joy	Anna ocknęła się, wzruszona serdecznością Franciszka.
-0.408535	-2.04366	-0.381141	-0.63225	surprise	joy	Mason aż pozieleniał z radości.
-0.409341	-2.05676	-0.393893	-0.668225	surprise	anticipation	— Domyślałam się — powiedziała — że na coś się zanosi, chociaż Sämund nic mi nie powiedział.
-0.415845	-2.06383	-0.3938	-0.619245	surprise	trust	Gdybym miał ciebie tego dnia, licytowałbym wyżej i utrzymałbym się przy kupnie.
-0.384604	-2.00886	-0.465232	-0.711985	surprise	surprise	— Nie wiedziałem, że się interesujesz zoologią.
-0.413731	-2.02346	-0.423854	-0.699632	surprise	neutral	Pojadę do Szczytna.
-0.359995	-2.06563	-0.339074	-0.728083	surprise	neutral	Bernard obojętnie podniósł ramiona.
-0.456555	-2.06417	-0.432105	-0.641103	surprise	trust	— Co komu Pan Bóg przeznaczył, to go i tak nie minie — odparł Litwin.
-0.396405	-2.01208	-0.384144	-0.599187	surprise	sadness	Teraz dopiero z setek i tysięcy szczegółów układałem w sobie obraz zmarłej, ów obraz, który mi wszędzie towarzyszy.
-0.401573	-2.04207	-0.353786	-0.604176	surprise	fear	I przerażona czuje, że serce jej tłuc się zaczyna jak ptak w klatce.
-0.436402	-2.04858	-0.468623	-0.714462	surprise	surprise	— Skąd tak idziesz?
-0.342808	-2.03962	-0.37233	-0.630246	surprise	trust	Bogu polecam moje dzieci!
-0.370621	-2.03132	-0.354344	-0.599628	surprise	sadness	Może życie niczego więcej nie warte!
-0.40205	-2.05263	-0.427473	-0.717084	surprise	surprise	— A nie chceszli wyspowiadać się przed drogą?
-0.352031	-1.96204	-0.375102	-0.685352	surprise	joy	I widząc, że ciotka naprawdę nie wie, co znaczy piszczyk, aby mieć przyjemność okazania, że jest w równym stopniu wykształcona jak purystka, i aby zadrwić z ciotki, zadrwiwszy poprzednio z pani de Cambremer, rzekła na wpół ze śmiechem, powściąganym przez resztki udanego złego humoru:
-0.404862	-2.01183	-0.373783	-0.59093	surprise	disgust	Lekkie szyderstwo brzmiało w jego głosie.
-0.441095	-2.03988	-0.382776	-0.655859	surprise	anger	Niechże się ów komtur przekona, że nie twoja zapalczywość, ale nasze prawa karzą śmiercią za porwanie się na osobę posła.
-0.439146	-2.05532	-0.489943	-0.605357	surprise	surprise	Czy to miał być protest?
-0.405938	-2.01618	-0.378865	-0.658575	surprise	anticipation	Staś przyszedł do pokoju zawiadowcy i czekał, bo Orłowski chodził wzdłuż pokoju, spoglądał w dwa okna peronu, to przez okienko kasowe, wychodzące na korytarz, wychylał głowę i nasłuchiwał.
-0.428131	-2.05326	-0.421021	-0.673664	surprise	anger	— Utaił by się przed innemi, nie przedemną!
-0.403886	-2.07992	-0.402821	-0.641193	surprise	sadness	Bito nas nie patrząc gdzie.
-0.399038	-2.0432	-0.417164	-0.714589	surprise	joy	— Ach, dobrze, żem se spomniał!
-0.422278	-2.03628	-0.421629	-0.653473	surprise	anger	— Po cóż ja ciebie urodziiiłam!...
-0.379754	-2.04979	-0.373833	-0.739289	surprise	surprise	Nie?
-0.429849	-2.02728	-0.44169	-0.648076	surprise	anticipation	— Więc zrobi pani, o co prosiłem?...
-0.373809	-1.9787	-0.373102	-0.683451	surprise	surprise	— spytał Harvey, nie mogąc jeszcze sobie uprzytomnić, że jego życie było najzupełniej bezpieczne.
-0.46636	-2.03912	-0.401647	-0.689609	surprise	surprise	— Ale jak ty zrozumiesz tę ich mowę?
-0.414038	-2.0314	-0.425301	-0.677185	surprise	anticipation	— Cóż będziesz robił po obiedzie?
-0.435057	-2.01204	-0.3882	-0.648154	surprise	disgust	Dał Maciuś dzieciom prawa i patrzcie, co zrobiły.
-0.355358	-2.00222	-0.341498	-0.663835	surprise	fear	A wtem na krańcach, gdzie niebo zdawało się stykać z ziemią i rozciągały się mgły sinawe, w tych mgłach właśnie zamajaczało coś i poczęło się poruszać, wypełzały jakieś kształty, z początku mętne, które zwierając się stopniowo, stawały się coraz wyraźniejsze.
-0.370306	-1.93252	-0.380344	-0.702371	surprise	neutral	— wołał Pantera.
-0.423992	-2.03272	-0.377388	-0.601367	surprise	joy	Nareszcie otwarły się drzwiczki do numeru Płazy-Spławskiego, nareszcie światło...
-0.385305	-1.93215	-0.279614	-0.649501	surprise	neutral	W Dobromilu, na etapie w kancelarii, zapisywano wszystkich jeńców jednego po drugim, co odbywało się nie bez trudu, ponieważ wśród wszystkich trzystu jeńców, spędzonych do Dobromila z różnych stron, nie było ani jednego, który rozumiałby mowę rosyjską sierżanta siedzącego za stołem i pełniącego obowiązki tłumacza we Wschodniej Galicji, bo twierdził o sobie, że język rosyjski zna.
-0.445721	-2.04052	-0.47814	-0.668648	surprise	surprise	— Zwaryowałeś?
-0.406132	-2.04683	-0.361843	-0.663684	surprise	anticipation	Dołożycie starań, aby wcisnąć się do rozmównicy jakiegoś klasztoru; ploteczki tych pustelnic nie będą dla nas bez pożytku.
-0.419897	-2.03016	-0.433868	-0.752016	surprise	surprise	— Jak to?
-0.29666	-2.05746	-0.326405	-0.719691	surprise	surprise	Rózia postrzegła tylko mundur i przelękła się, sądząc że w mieszkaniu Juljana robić będą rewizyą, ale w chwili gdy ta myśl po jéj główce przebiegła, poznała w zbliżającym się kniazia z bukietem w ręku i pudełkiem cukierków.
-0.420905	-2.05994	-0.413361	-0.65911	surprise	neutral	Tak rozmawiając, zbliżyli się do Krakowa.
-0.411754	-2.06226	-0.382707	-0.685862	surprise	surprise	Czy kto uwierzy, iż są takie domy?
-0.350676	-1.99804	-0.430199	-0.668701	surprise	surprise	Jest pełna!
-0.421241	-2.01217	-0.362918	-0.691986	surprise	anticipation	Rozkazał pracować i ochraniać od złego ile w mej mocy i oddać temu tylko, kto, oprócz urzędowej legitymacyi, przyniesie mi znak umówiony z przyjacielem.
-0.407895	-2.06093	-0.364155	-0.638635	surprise	anticipation	Podróżny podjechał bliżej, a na orszak skinął, dając znak, żeby na niego zaczekał.
-0.413156	-2.05627	-0.369749	-0.611022	surprise	disgust	Słowo Niemca to fałsz...
-0.396231	-2.06052	-0.401117	-0.66216	surprise	surprise	— A to, synku, zapomniałeś, że ci przybył jeszcze jeden obowiązek?
-0.396733	-2.01441	-0.352501	-0.594444	surprise	fear	Ale gdy tak mówiła, drwiące jej oczy lśniły tak żywo, że książę nie mógł ich znieść; spojrzał na sufit, co było u niego ostatecznym znakiem krańcowego zakłopotania.
-0.381397	-2.03899	-0.37781	-0.622376	surprise	anticipation	Wielki, choć z całej siły tłumiony gwałt pożądania był w tych prośbach...
-0.358175	-2.03649	-0.338266	-0.610663	surprise	surprise	Czyż pan nie wie, że przynajmniej raz na miesiąc Jagoda podaje się do dymisji.
-0.31625	-2.01475	-0.330215	-0.721085	surprise	disgust	— Wcale nie samotnych.
-0.367187	-1.81847	-0.36886	-0.612348	surprise	joy	— Mój ojcze!
-0.395051	-2.03394	-0.372615	-0.638856	surprise	sadness	Wokulski czuł, że ten mrok, żal i smutek wypływał z jego serca i że to wszystko zakończy się chyba z życiem, jeżeli się zakończy...
-0.365336	-2.00899	-0.352914	-0.570576	surprise	trust	Komu jest dobrze, temu się widzi, że wszystko się dzieje na świecie, jak przynależy, jak Pan Bóg przykazał!
-0.428969	-1.93098	-0.33981	-0.631528	surprise	surprise	W pierwszej chwili sądziłem, że to intryga miłosna.
-0.416024	-2.01935	-0.395887	-0.698115	surprise	anticipation	— spytałem go, kiedyśmy wyszli na ganek, — nie mając już siły powstrzymać tych słów, co od godziny prawie paliły mi wargi.
-0.433413	-2.06466	-0.399497	-0.692366	surprise	anticipation	— Jutro, lub dziś nawet.
-0.410128	-2.07283	-0.362981	-0.670728	surprise	fear	A jak okaże się, że komitet zbyt pośpiesznie wydał rozkaz egzekucji?
-0.383251	-2.02661	-0.418122	-0.628847	surprise	disgust	— Potworny jest — rzekła.
-0.362364	-2.05466	-0.365989	-0.62064	surprise	disgust	Doprawdy, nadto jest pewny siebie.
-0.389302	-2.05558	-0.314951	-0.637154	surprise	sadness	Na mnie spada cała ich złość dlatego, że ja was bronię z narażeniem moich dóbr w Neapolitańskiem, siebie...
-0.43341	-2.06631	-0.377339	-0.658502	surprise	anticipation	Postrzegłszy to, pan Michał pociągnął wszystkich ze sobą do bramy, aby się wjeżdżającym przypatrywać.
-0.40513	-2.02988	-0.388127	-0.636757	surprise	trust	No, a cmentarz! widzicie, że mi nic nie zaszkodził, to i wam przy mnie nicby się nie stało...
-0.36798	-2.00571	-0.427868	-0.562227	surprise	disgust	Jeszcze tak nie jest, ale on z dniem każdym jest tłuściejszy.
-0.403667	-2.04714	-0.391547	-0.642664	surprise	anger	Chce podobać się Solskiemu, a bałamuci innych!
-0.369508	-1.96612	-0.32179	-0.577466	surprise	joy	Jaka ta Laura szczęśliwa ze swoim wiecznym spokojem!
-0.411176	-2.00036	-0.369539	-0.624023	surprise	anticipation	Przez ustalenie jego tożsamości można będzie wykryć, z kim oskarżony miał do czynienia, a także będzie można poznać jego współwinnych.
-0.444035	-2.05755	-0.341029	-0.656765	surprise	sadness	Chybaż on się powiesi — ów Bohun — ale już jemu czarownica przepowiadała, że on tej, o której myśli, nigdy nie dostanie i że Lach ją posiędzie, a ten Lach to pewnie jegomość.
-0.343976	-1.98827	-0.345346	-0.599034	surprise	joy	Za każdym razem, kiedy chodziłem się odlać za te lipy na końcu ogrodu, dusza moja czuła się odświeżona widokiem tych przyjaciół.
-0.426503	-1.97693	-0.321847	-0.644908	surprise	neutral	Rejentka lekko skinęła głową i rzekła do Ajdara:
-0.459616	-1.98074	-0.367022	-0.588504	surprise	neutral	A wtedy ojciec mój powtórzył:
-0.334608	-1.99911	-0.321819	-0.618279	surprise	fear	Suknia, kapelusz, okrywka i parasolka, wszystko musi być nowe, a tu tak niewiele czasu i nie tylko nic nie zamówione, ale nawet nie wybrane!...
